url,ad_id,title,price,location,breed,sex,age_detail,ready_to_leave,microchipped,vaccinated,kc_registered,health_checked,neutered,deflead,seller_name,posted,description
https://www.gumtree.com/p/dogs/canine-x-akita-puppy-for-sale/1508476684,1508476684,Canine X akita puppy for sale,£280,"Bradford, West Yorkshire",Akita,Male,8 months,Now,Yes,Yes,Yes,Yes,Yes,Yes,Matilda,8 days ago,"His name is Dexter, 7 months. He is a canine crossbreed with akita. Vaccinated and microchipped. He is fully house trained and great around families and children and adapts very well. Looking for a nice home for him. £280 open to offers. Any more info message or call."
https://www.gumtree.com/p/dogs/kc-reg-champion-american-akita-puppies-/1412895908,1412895908,KC Reg Champion American Akita Puppies Ready,"£1,500","Moseley, West Midlands",Akita,Mixed Litter,10 weeks,Now,Yes,Yes,Yes,Yes,No,Yes,Aay,2 days ago,"I have last few American Akita puppies available looking for their forever homes. Both Parents are from impeccable pedigrees, Champion Redwitch Shizaru Champion Ruthdale Centurion Gladiators Bloodlines. Puppies are socialised and well accustomed to their surroundings, full of character bubbly very confident. They are KC Registered and are Endorsed. Please take this in consideration that they will be full of energy. Please no photo/video collectors, photos will be most up to date. Any more information required please don't hesitate to contact me No under 21's. Thank you."
https://www.gumtree.com/p/dogs/american-akitas-puppies/1508446360,1508446360,AMERICAN AKITAS PUPPIES,£500,"Dover, Kent",Akita,Mixed Litter,9 weeks,Now,Yes,No,No,No,Yes,Yes,steven,9 days ago,4 left bouncey fun loving akitas for sale Can be seen with parents Ready now for there forever home 3 Male and 1 female left 500 last remaining pups
https://www.gumtree.com/p/dogs/ten-gorgeous-labrakita-american-akita-x-lab-puppies/1508404720,1508404720,Ten Gorgeous Labrakita (American Akita x Lab) Puppies,£850,"Newport-on-Tay, Fife",Akita,Mixed Litter,6 weeks,in 3 weeks,Yes,No,No,No,No,No,Donna,10 days ago,"We have 10 gorgeous Labrikita puppies for sale. Six boys and four girls. Mum & dad can be seen with the pups. Dad is an American Akita, mum is a working lab x I'll post pictures of the individual puppies shortly or can send on request."
https://www.gumtree.com/p/dogs/akita-for-sale/1506039356,1506039356,Akita for sale,£200,"Birmingham, West Midlands",Akita,Male,8 years,Now,Yes,No,No,No,Yes,Yes,Fariha,11 days ago,"NO TIME WASTERS! Only msg if u are actually interested and ready to take him. This has been an incredibly difficult decision for me and my family. I unfortunately have to give him up and it is genuinely no fault of his own but I am leaving the country and it is not feasible to take him with me. Stanley is a 8yr old akita. Stanley is loving, independent, loyal and smart. Everyone that meets Stanley instantly falls in love. He holds true akita qualities like being stubborn so will need someone who can challenge him on this if needed. Although 8yrs old stanley is very keen to learn new tricks. Stanley is walked 1-2x a day and his new owners will need to keep up with this. Stanley cannot live with other animals but can live with children with careful introduction. We’re looking for a caring, loving and responsible new owner to provide him his forever home. Price is negotiable for the right home"
https://www.gumtree.com/p/dogs/7-mixed-gender-fullbread-bear-faced-american-akitas-/1507200675,1507200675,5 mixed gender fullbread bear faced american akitas,£900,"Little Hulton, Manchester",Akita,Mixed Litter,6 weeks,in 2 weeks,Yes,Yes,No,Yes,No,Yes,geraint,11 days ago,5 mixed female and male Full american akita bear faced pupppies. Pictures of mum and dad. Born on 5/12/2025 Any one intersted please text me or message me Can send more pictures on watts app or answer and questions. . Mum and dad both get on with children and other dogs. Very layol dogs. If trianed as puppies. Will listen to every thing you say if time is taken. All micro chipped. 2 males 3 females all eatting normal food. Also drinking water and milk. All happy playful running round garden and house. Love running to the family and playing.
https://www.gumtree.com/p/dogs/akita-puppies/1508316774,1508316774,Akita Puppy,£700,"North London, London",Akita,Male,9 weeks,Now,Yes,Yes,No,Yes,Yes,Yes,Adem,12 days ago,"We have only 1 Akita puppy available. Mother is Black and White and Father is Ginger. The puppies are beautiful in the photos and even cuter in real life. Shown in the photo is the only puppy remaining. Male puppy, black and white behind the ears ginger very unique looking. Very calm yet playful. Puppies have just turned 8 weeks old. Mum can be seen on visit and I can show photos of both with puppies on arrival."
https://www.gumtree.com/p/dogs/american-akita-puppies/1508303625,1508303625,American akita puppies,"£1,000","Pontnewydd, Torfaen",Akita,Mixed Litter,7 weeks,in 1 week,Yes,Yes,No,Yes,No,Yes,Julie,12 days ago,"We have 7 stunning chunky akita puppies ready to be reserved. They are 5 weeks old, 4 girls (pink, red, orange, yellow) & 3 boys (blue/reserved, green, silver) Both mum and dad are family pets and can be seen if you wish, dad is kc reg but mum isn't. Dad is a long haired big boy weighing in over 50kg. Puppies characters are beginning to show now and photos just don't do them justice. Pups will have first vacs, be microchiped, vet checked, flea & wormed before they leave and will come with food and a blanket smelling of mum. A £200 non refundable deposit will secure the pup until ready to leave at the end of Jan. Please message for more details."
https://www.gumtree.com/p/dogs/black-mask-american-akita-puppies/1507188416,1507188416,Black Mask American Akita Puppies,£900,"Aylesbury, Buckinghamshire",Akita,Mixed Litter,6 weeks,in 2 weeks,Yes,No,No,Yes,No,Yes,Rhianne,14 days ago,"I have 8 black mask pure bred American Akita Puppies 5 male & 3 Female I own both mum & dad and they have excellent temperaments. Pups will be wormed, flead & microchipped £150 deposit to secure a pup of your choice! BLUE COLLAR FEMALE RESERVED GREEN COLLAR MALE RESERVED"
https://www.gumtree.com/p/dogs/akita-inu/1508263062,1508263062,Akita Inu,£500,"Romford, London",Akita,Female,3 years,Now,Yes,Yes,No,Yes,No,No,Diana,14 days ago,"Hello, We are looking for a lovely family to adopt our beautiful Akita. We have no time to give her attention anymore since we have our baby. Location Romford, London! She is lovely and very joyful! The only requests are to love the dog as you’re child and to be able to see her sometimes."
https://www.gumtree.com/p/dogs/american-akita-puppies-/1508237538,1508237538,American Akita puppies,£900,"Little Hulton, Manchester",Akita,Mixed Litter,6 weeks,in 3 weeks,Yes,Yes,No,Yes,No,Yes,Karina,14 days ago,"Exceptional American Akita Puppies Available ✨ We are delighted to offer a select litter of outstanding American Akita puppies, bred for quality, temperament, and striking appearance. This litter was not intentionally planned for breeding purposes; it simply happened naturally, and we have chosen to place the puppies only in the very best, loving homes. These puppies boast beautifully defined faces, thick luxurious coats, and excellent structure, representing the breed at its finest. Each puppy is being raised in a caring home environment, receiving early socialisation to ensure confident, well-balanced temperaments. New owners will receive regular puppy photo updates, allowing you to watch your puppy grow until collection day. 🌟 Highlights: • Stunning facial features and rich coat quality • Strong, healthy build with excellent bone structure • Microchipped and fully vaccinated prior to leaving • Raised with care, love, and attention • Both parents have exceptional, proven temperaments • Regular puppy photo updates provided • Loyal, intelligent, and naturally protective companions The American Akita is a breed renowned for its dignity, loyalty, and calm confidence, making these puppies ideal for discerning homes seeking a truly special companion. 💷 Price: £900 📍 Location: little hulton 📅 Ready for their new homes: 05/02/26 Enquiries are welcomed from responsible, permanent homes only. Please contact us for further details or to arrange a viewing."
https://www.gumtree.com/p/dogs/american-akita-puppy-s-for-sale-/1506896507,1506896507,American Akita puppy's for sale,£600,"Pontefract, West Yorkshire",Akita,Mixed Litter,8 weeks,Now,Yes,No,No,Yes,No,Yes,katie,15 days ago,"READY TO LEAVE please no more time wasters £600 no offers Hiya,I have 10 akita puppys left who will be ready to leave for there new forever homes on the 15th January 2026 there are 6 boys There are 4 girls photos don't do justice for how they look Mum and dad can be seen My circumstances has massively changed so need all these pups to go ASAP if you can give Amy a good home please get in touch!"
https://www.gumtree.com/p/dogs/american-akita-puppies-for-sale/1508195392,1508195392,American Akita Puppies for Sale ***6 Left***,"£1,000","South East London, London",Akita,Mixed Litter,9 weeks,Now,Yes,Yes,No,Yes,No,Yes,Emma,16 days ago,"Ready to go! 7 gorgeous Puppies 2 All white Boys. ***1 boy gone*** 5 girls - 1 all white, 1 black and white & 3 black"
https://www.gumtree.com/p/dogs/two-american-akita-male-and-female/1508177899,1508177899,Two American Akita Male and Female,£500,"Kings Norton, West Midlands",Akita,Female,6 years,Now,Yes,Yes,Yes,Yes,Yes,Yes,S,16 days ago,"We are sadly having to remove our two American Akitas. We have had them since they were puppies. They are to remain together. They are not able to breed, female was neutered. They are chipped and vaccinated.Well looked after . Please provide background information about yourself and we are very serious about thier new home."
https://www.gumtree.com/p/dogs/chunky-akita-mix-puppies/1508140941,1508140941,Chunky Akita mix puppies,£700,"Sighthill, Edinburgh",Akita,Mixed Litter,11 weeks,Now,Yes,Yes,No,Yes,Yes,Yes,Kieran,17 days ago,I have 5 Akita/Husky mix puppies for sale. 10 weeks old. Mum and dad can be seen. Deposit preferred for reservations.
https://www.gumtree.com/p/dogs/american-akita-puppies-/1508082790,1508082790,American Akita puppies,£800,"Biddulph, Staffordshire",Akita,Mixed Litter,6 weeks,in 2 weeks,Yes,No,No,Yes,No,Yes,amanda,19 days ago,I have for sale 2 Akita puppies 2 female all will b microchip and first vaccinated upon collection handlied daily by my children all love a fuss and are used to every day noises I Owen mum dad and nan no time wasters as getting enough of them at the moment 200 pound deposit secures your pup no deposit no saving had enough people wasting my time
https://www.gumtree.com/p/dogs/stunning-american-akita-puppies-last-1-reduced-/1507986971,1507986971,Stunning American Akita puppies (*LAST 1 REDUCED*),£750,"Halifax, West Yorkshire",Akita,Mixed Litter,10 weeks,Now,Yes,No,No,No,No,Yes,Ash,22 days ago,"Stunning Akita puppies needing a caring and loving home! Pups are gorgeous, chunky and must see (4 males, 4 females). My 2 pure bred American Akita's (Hugo (dad), Sky (mum)) gave birth to 8 beautiful healthy pups. Akita's are with you for around 14yrs.....hope you make the right choice when looking around. They are known for the intelligence and loyalty. I have been privileged to own both parents since they were puppies, having great temperaments and have been living with the pups in a family home (smoke free home with other pets (rabbit, cat). The pups are on solid food and are potty trained. These Akita's are full pedigree. They are kept in a well-ventilated (dedicated) room leading out onto a grassed garden (specifically fenced for the pups). My 10 yr old daughter delivers plenty of TLC. Looking for loving and caring home, both mum and dad can be seen during your visit. A special addition to the family for the new year? All the puppies were gorgeous, this last one is awesome too. Who will be the lucky one to take this puppy home? Come, pay and take a stunning puppy with you home! It's that easy. Female £750 (REDUCED from £950). Any more questions feel free to call/text (or email)."
https://www.gumtree.com/p/dogs/american-akit-huskita-/1507940719,1507940719,American Akit huskita,£750,"Bradford, West Yorkshire",Akita,Male,3 months,Now,Yes,No,Yes,No,No,No,Qasim,24 days ago,American Akita x husky
https://www.gumtree.com/p/dogs/beautiful-american-akita-puppies-9-boys-3-girls/1506569721,1506569721,Beautiful American Akita Puppies 9 Boys 3 girls,£750,"Hertford, Hertfordshire",Akita,Mixed Litter,9 weeks,Now,Yes,No,No,No,No,No,Hannah,26 days ago,"Beautiful litter of 12 American Akita puppies, one female & one male left (ready for collection)"
https://www.gumtree.com/p/dogs/-reduced-alaskan-malamute-x-huskie-last-2-girls-left-only-/1506398434,1506398434,***Reduced Alaskan malamute x huskie last 2 girls left only ***,"£1,000","Lanark, South Lanarkshire",Alaskan Malamute,Mixed Litter,3 months,Now,Yes,Yes,No,Yes,No,Yes,Janice,26 days ago,Hi 5 beautiful pups for sale will be vet checked microchipped first vac taking deposits now for these bundles of joy 2 girls left worm n deflead readyto leave now
https://www.gumtree.com/p/dogs/alaskan-malamute-/1508500377,1508500377,Alaskan malamute,£100,"Plymouth, Devon",Alaskan Malamute,Male,7 years,Now,Yes,No,No,No,Yes,Yes,Vicky,2 days ago,"This is not an easy decision but need to find a forever home for my boy. He’s 7 years old. Fluffy and friendly, lovable and great with children. He ideally needs someone home with him a lot. Retired or maybe working from home. Or a family with people coming in and out a lot throughout the day. He is struggling with me working 12 hour shifts and my sons now moved out and in the military. So isn’t getting the attention he thoroughly deserves. He is a happy boy. Loves to have walks. Walks great on lead. Good with other dogs. And loves to snuggle up on the sofa. Loves his toys and being in the company of his family."
https://www.gumtree.com/p/dogs/alaskan-malamute-/1504643354,1504643354,Alaskan malamute,£200,"Sittingbourne, Kent",Alaskan Malamute,Female,7 years,Now,Yes,Yes,No,Yes,No,Yes,Matthew,9 days ago,"Adult female wolf grey and white , microchipped, not used to cats or small children will live with a male dog , looking for a companion home where she can get a nice walk every day, sweet temperament good home more important"
https://www.gumtree.com/p/dogs/beautiful-huskymalmute-puppies-ready-now-/1507894801,1507894801,Beautiful huskymalmute puppy ready NOW ♥️,"£1,000","Hull, East Yorkshire",Alaskan Malamute,Mixed Litter,9 weeks,Now,Yes,No,No,No,No,Yes,Chantelle,26 days ago,"My beautiful girl Zara *alaskan malmute* & gorgeous boy Bailey *siberian Husky* have had a gorgeous litter of puppies. Female £1000 Non refundable deposit £100 Available now 💖 Mum,dad & older sister can be viewed also All pups will leave fleed,wormed,microchipped, 4weeks free insurance, puppy pack also. More pictures & videos can be sent upon your request Please no time wasters these babies need to find their forever homes 🙏"
https://www.gumtree.com/p/dogs/american-bulldog-puppies-/1508411871,1508411871,American bulldog puppies,£450,"Eccles, Manchester",American Bulldog,Male,8 weeks,in 2 weeks,Yes,No,No,No,No,Yes,Stacey,10 days ago,I have 4 American bulldog puppies for sale. Ready to go beginning of February. One white all rest are tan with different markings. All healthy full for mischief
https://www.gumtree.com/p/dogs/male-sand-colour-bulldog-/1508299520,1508299520,Male sand colour bulldog,£500,"Wetherby, West Yorkshire",American Bulldog,Male,3 years,Now,Yes,Yes,No,Yes,No,Yes,Danielle,13 days ago,"American bulldog, amazing with children and other animals, gutted to be re homing but unfortunately can’t stay at my new house, please message my phone number He is KC registered but with moving house I’m not sure where I’ve misplaced them"
https://www.gumtree.com/p/dogs/american-bulldog-simba-/1508196424,1508196424,American bulldog (Simba),£500,"Stevenston, North Ayrshire",American Bulldog,Male,15 months,Now,Yes,Yes,No,Yes,No,Yes,Lee,3 days ago,"Change of circumstances I can’t give him much attention due to working away and u don’t have much time for him he is a cracking breed fit and healthy,he is 14month yr old A good age to catch him before he gets older pick ups or drops off come with cage treats and few toys MUST WILLING TO PUT IN THE WORK AS HE JS A LIVELY AND LOYAL DOG I just don’t have the time atm and I have to move away aswell so really hoping he gets a good home"
https://www.gumtree.com/p/dogs/presa-canario-x-american-bulldog-puppies-/1508116275,1508116275,Presa Canario x American Bulldog puppies,£300,"Trench, Shropshire",American Bulldog,Mixed Litter,9 weeks,Now,Yes,No,No,Yes,No,No,Chloe,18 days ago,"9 beautiful Presa Canario x American Bulldog puppies. 5 female 4 male. Ready to go within the next two weeks, will be microchipped by collection. More than welcome to come and view the puppies when you want."
https://www.gumtree.com/p/dogs/test-ad-for-pet-limit-/1508104645,1508104645,Test ad for pet limit,£850,"Beaconsfield, Buckinghamshire",American Bulldog,Female,5 months,Now,Yes,Yes,Yes,Yes,Yes,Yes,Yahoo Noah,1 week ago,Test ad for pet limit Test ad for pet limit Test ad for pet limit
https://www.gumtree.com/p/dogs/american-bulldog-puppies/1507626897,1507626897,american bulldog puppies,£500,"Bootle, Merseyside",American Bulldog,Mixed Litter,11 weeks,Now,Yes,No,No,Yes,No,Yes,chellie,22 days ago,ihave one little girl left looking for her forever 🏠 shes very plasid not ajumper or bighter would suit afamily shes really quiet until you get to know her flea and worming up to date and house trained nick name cookie plse no time wasters
https://www.gumtree.com/p/dogs/bull-dog-/1507864087,1507864087,Bull dog,£550,"Leicester, Leicestershire",American Bulldog,Male,2 years,Now,Yes,Yes,Yes,Yes,No,Yes,Brandon,28 days ago,"Beautiful 10 months old olde English Bulldog pup Pedigree with kc reg papers. House trained, vaccinated, chipped, good with kids and other dogs. No aggression or behavioural issues has tail been in family from a baby emigrating forces Re-homing few champions on pedigree. To good home only. Genuine inquiries only please."
https://www.gumtree.com/p/dogs/-pocket-bully-puppy-s-/1508012275,1508012275,Pocket bully puppy’s,"£1,250","Romford, London",American Bully,Mixed Litter,9 weeks,Now,Yes,Yes,Yes,Yes,No,Yes,Dave,21 days ago,ABKC registered ✅ Microchipped✅ Wormed✅ Vaccinated✅ Microchip and vaccination booklet✅ 4 black tri females 1250 1 black tri boy £1000 Ready to leave now 👀🏡 Please give me a message and I can show all the pedigree and blood lines. Check out my instagram and Facebook page: pocketbully2022 Contact me for more information or if you require a video call/ more images.
https://www.gumtree.com/p/dogs/pocket-bully-x-shar-pei-pups-/1507637555,1507637555,Pocket bully X shar pei pups,£500,Bristol,American Bully,Mixed Litter,11 weeks,Now,Yes,Yes,No,Yes,No,Yes,Faith,12 hours ago,"Last 2 sweet girls looking for there forever home These are the sweetest loving pups , they have been handled by children and are well socialised/ handled These wound make a lovely family companion or a best friend 💜"
https://www.gumtree.com/p/dogs/micro-bullies-puppies-/1508122615,1508122615,Micro Bullies Puppies,"£2,000","Kentish Town, London",American Bully,Mixed Litter,5 weeks,in 3 weeks,Yes,Yes,No,Yes,No,Yes,Ri,2 days ago,"Lovley Micros Bully Pups , Mixed litter Looking for good homes ! Both parents good natured and loving. Very Good with children. Boys 2000 We can do instalments but require a passport of driving licence . And non refundable deposit."
https://www.gumtree.com/p/dogs/pocket-bully-/1508472064,1508472064,Pocket Bully,"£1,500","Burnley, Lancashire",American Bully,Female,3 years,Now,Yes,No,No,Yes,No,Yes,mell,3 days ago,"Oriana: Micro American Bully, She is command trained, House toilet trained, Extremely playful, Friendly with children and other dogs Walks on or off lead (will pull slightly on lead as she enjoys freedom to explore) Loves paddling in water and running with large sticks. 3years old To a good, friendly, loving home only! I don't have time for her due to work commitments so she will need somebody who can be with her and give her lots of attention!"
https://www.gumtree.com/p/dogs/pocket-bully-cross-frenchie-puppies-/1508458994,1508458994,pocket bully cross frenchie puppies,"£1,000","Edgware, London",American Bully,Mixed Litter,9 weeks,Now,Yes,Yes,Yes,Yes,Yes,Yes,rylee,3 days ago,pocket bully cross frenchie puppies mother is frenchie and pocket bully mix father is pocket bully 6 puppies left and ready to go prices are negotiable
https://www.gumtree.com/p/dogs/standard-american-bully-s-puppies/1508421785,1508421785,Standard American Bully’s Puppies,£800,Falkirk,American Bully,Mixed Litter,2 weeks,in 8 weeks,Yes,Yes,No,Yes,No,Yes,Becca,10 days ago,"Exceptional American Standard Bully Puppies – Family Raised We are delighted to introduce a truly stunning litter of American Standard Bully puppies, born on 3rd January to our much-loved family pets, Khali and Blue. This is a carefully raised, home-bred litter where quality, temperament and welfare come first. 🐾 The Litter 11 puppies in total 3 girls & 8 boys Raised in a busy family home with daily handling and socialisation Mum and Dad are both family pets and can be seen with the puppies 🐾 Key Dates Born: 3rd January Ready for their forever homes: 14th of March (10 weeks old) 🐾 Pricing Boys from £800 Girls from £1,000 Deposit required to secure your chosen puppy Payment plans available (happy to discuss) These puppies are already showing beautiful structure, confident personalities and the loving nature the breed is known for. They will make outstanding family companions in the right homes. If you’re looking for a loyal, affectionate and well-started American Bully puppy, this litter truly is something special. Serious, loving enquiries only please."
https://www.gumtree.com/p/dogs/american-bully-puppys-/1506278587,1506278587,american bully puppys,£400,"Sheffield, South Yorkshire",American Bully,Male,4 months,Now,Yes,Yes,No,Yes,No,Yes,shawna,10 days ago,"3 beautiful pocket bully boys puppys, all vet checked wormed 1st injection, microchipped, brilliant with children and baby’s, brilliant with other animals, both mum and dad can be seen when viewing, must go to loving homes. can request more photos and video of puppys"
https://www.gumtree.com/p/dogs/micro-american-bully-puppies-13-weeks-/1508317434,1508317434,Micro American bully puppies 15 weeks,"£1,500","Alsager, Staffordshire",American Bully,Mixed Litter,3 months,Now,Yes,Yes,No,Yes,No,Yes,Jane,11 days ago,"American bully puppies currently 13 weeks old. Both jabs have been done and they are now able to go on walks. ABKC registered. All flea and worm is up to date. 6 month health guarantee included Both parents are from some very well known bloodlines from America. (Both imported) For anymore information, please feel free to message me any questions you have or for more videos / pictures of a specific dog I will be more than happy to send them. I can also deliver all across the UK, Scotland and Wales. Thank you"
https://www.gumtree.com/p/dogs/pocket-bully-puppies-abkc-registered-not-banned-breed-/1507008469,1507008469,Pocket bully puppies ABKC registered - not banned breed,"£1,000","Shipley, West Yorkshire",American Bully,Mixed Litter,11 weeks,Now,Yes,Yes,Yes,Yes,No,Yes,Casey,11 days ago,"1 x Grey/Lilac Merle Female 1 x Ginger Merle Male 1 x Tri Colour Female *POCKET BULLY PUPS FOR SALE NOT A BANNED BREED DESPITE CONFUSION* Now accepting deposits for ABKC registered Pocket Bully pups. Strong bloodlines on both sides, including very strong lilac and Merle genes. More info available on request. Pups would make great family and/or protection dogs, as Mum has a very friendly yet protective temperament and a very strong build for a female. Buyers are welcome to meet her and see this for themselves. Mum was fed a very high-protein and nutrient-dense diet during pregnancy and will continue to be during nursing, so we are expecting the pups to be just as indestructible as she is."
https://www.gumtree.com/p/dogs/micro-pocket-bully-girl-/1508364755,1508364755,Micro pocket bully girl,£900,"Oldham, Manchester",American Bully,Female,3 months,Now,Yes,Yes,No,Yes,No,Yes,Kirsty,3 days ago,"Last baby girl from a litter off 9 looking for her forever home she’s 13 weeks old fully vaccinated walks on lead , abkc registered micro chipped wormed and flead she has been brought up around other animals and kids and just loves everyone forever loving home only pleaseeee"
https://www.gumtree.com/p/dogs/canecorso-mixed-american-bulldog-puppies-/1508352634,1508352634,Canecorso mixed American bulldog puppies,£650,Aberdeen,American Bully,Mixed Litter,9 weeks,Now,Yes,No,No,Yes,No,No,kiella,11 days ago,8 boys and one girl there 8n half weeks old. Ready to leave. Now 550for the boys and 750 for the girl Aberdeen area. Thereb2 lots of jabs are booked in for couple weeks. And microchip
https://www.gumtree.com/p/dogs/pocket-bullies-abkc-registered-/1508343866,1508343866,Pocket bullies abkc registered,£750,"Shipley, West Yorkshire",American Bully,Mixed Litter,10 weeks,Now,Yes,Yes,Yes,Yes,Yes,Yes,Mike,12 days ago,"I have 3 lovely pocket bully puppies here 1 brown boy £750 champagne girl £850and merle girl £900 call me if interested, all the puppies are very playful and pleasant! looking for a new forever home🙏"
https://www.gumtree.com/p/dogs/luna-x-dynamite-pocket-bully-puppies/1508312069,1508312069,Luna x Dynamite pocket bully puppies,"£2,000","Halifax, West Yorkshire",American Bully,Mixed Litter,7 weeks,in 1 week,Yes,Yes,Yes,Yes,No,Yes,Sam,12 days ago,ABKC registered ✅🇺🇸 Microchipped✅ Wormed✅ Vaccinated✅ Puppy starter pack✅ Microchip and vaccination booklet✅ Health tested✅ Chocolate tri Merle (male) £3500 SOLD Lilac tri Merle (male) £2500 SOLD Black tri Merle (female) £3500 SOLD Black tri (female) £2000 Blue tri (female) £2000 SOLD Red tri (male) £2000 Champagne ghost tri (female) £2000 Champagne ghost tri (female) £2000 Please give me a message and I can show all the pedigree and blood lines. They are seriously not to be missed! One of the most famous chocolate tri merles around🧨 Excellent temperament🪄 Great structure💪 All of these puppies will be show quality✅ Both Luna and Dynamite are proven pocket bullies. Unmatched pedigree.🏆 Ready to leave for their forever homes: 22nd of January 2026😄🏡 Check out my instagram and Facebook page: Lunathepocket Contact me for more information or if you require a video call/ more images. Viewings welcome😄
https://www.gumtree.com/p/dogs/american-pocket-bully-puppys/1508215712,1508215712,American pocket bully puppys,£600,"Leyland, Lancashire",American Bully,Mixed Litter,8 weeks,in 1 week,Yes,Yes,No,Yes,No,Yes,Dylan,5 days ago,American pocket bully puppy’s for sale get in contact for more details
https://www.gumtree.com/p/dogs/2-year-old-american-pocket-bully-female-/1508181262,1508181262,2 year old American Pocket bully female,£200,"Ashton-under-Lyne, Manchester",American Bully,Female,2 years,Now,Yes,Yes,No,Yes,No,Yes,Ray,2 days ago,No fault of her own just have more recent work commitments and she would benefit for spending more time with someone.
https://www.gumtree.com/p/dogs/beautiful-boys-left/1503289109,1503289109,few beautiful puppy’s left get at me won’t save once they gone they gone,£400,"Leicester, Leicestershire",American Bully,Mixed Litter,5 months,Now,Yes,Yes,No,Yes,No,Yes,Katy,17 days ago,Abkc registered pocket bullys Can be viewed with mum and dad. Both mum and dad are my family pets with fantastic temperaments. Puppies will be wormed and flead up to date will be microchipped. great bloodlines on both sides. Any further information or pics please don’t hesitate to get contact me time waster will b Ignored deposits can be taken need there forever home
https://www.gumtree.com/p/dogs/american-bulldog-/1508141481,1508141481,American bulldog,£500,"Wester Hailes, Edinburgh",American Bully,Mixed Litter,10 weeks,Now,Yes,No,No,No,No,Yes,Rob,3 days ago,We have a adorable and sweety pups. Mum and Dad are our dogs. Can be seen when you puck up pup. Microchip and jabs after deposit as we have many people who did nor show up. They are ready to leave now. Pups on dry and wet food. Only 2 girls left. If you have any questions please feel free to ask. Thank you See
https://www.gumtree.com/p/dogs/american-bully-cross-pocket-bully-/1508021416,1508021416,American bully cross pocket bully,£400,"Weston-super-Mare, Somerset",American Bully,Female,8 months,Now,Yes,Yes,No,Yes,No,Yes,Ebony,4 days ago,"Hello this is Sandy I rescued Sandy from a one bedroom flat She wasn’t vaccinated or chipped when I got her We just wanted to give her a better chance in life and to find her a forever home The mum is a pocket bully so we was told and I do have a picture of the mother And the dad was a American bully Sandy is the most loving gentle big baby She loves cuddles and playing with her toys when I got her she wasn’t trained But so far we have learnt sit on command And her call back is pretty good with a firm voice she is pretty much potty trained as long as you let her out often she will wait to go outside and have a toilet She is crate trained she sees it as a comfortable safe place She is happy to go in and sleep with the door open We rescued her without really thinking we just felt so sorry for her and wanted the best for her So I have had her jabbed chipped and some training while in my care but it’s just to much for me when I’m a work all day she’s stuck in at home and I feel so sorry for her So as much as i love her and will regret saying bye I want her to go to a home that will love her forever and spoil her like i have That being said I would like to see pictures of your house / garden because I don’t want her going to anyone I want the best for this dog as this is a really hard decision for the me to make she’s brilliant off and on the lead when I walk her through the farm lands by where I live She doesn’t really care about the farm animals she just loves her walks I take her for 20-40 minute walk every day then she’s happy to sleep the rest of the day She is very lazy when at home and she does snore a little she also loves watching the tv I have never seen anything like it But she will climb up on your lap for cuddles any chance she gets The price for Sandy I only want back what she’s cost me so far in vet bills such as chip/jabs/health check/flea and worming if you are interested please get in contact with me thank you Message me for my partners number and I’ll send you it he can send you more photos, only message if u have a garden"
https://www.gumtree.com/p/dogs/micro-bully-/1507934628,1507934628,Micro bully,"£1,000","Morecambe, Lancashire",American Bully,Male,11 weeks,Now,Yes,Yes,No,Yes,No,No,Kenneth,24 days ago,Lovely micro bully for sale 8 weeks old chipped and 1st set of vacs done. One on left.
https://www.gumtree.com/p/dogs/belgian-malinois-pups-for-sale/1508499436,1508499436,Belgian Malinois Pups For Sale,£600,"Claudy, County Londonderry",Belgian Shepherd Dog,Female,6 months,Now,Yes,Yes,No,Yes,No,Yes,K,8 days ago,"Belgian Malinois Female Puppies for Sale – 7 Months Old Two beautiful Belgian Malinois female pups available. Born in June 2025 (currently about 7 months old). Details: • Breed: Belgian Malinois • Gender: Female (2 pups) • Age: 7 months • Vaccinations: Up to date • Worming: Up to date • Healthy, active, and well-socialized These pups are intelligent, alert, and energetic—ideal for active homes, working roles, security, or dedicated companions. To good home only £600 Each"
https://www.gumtree.com/p/dogs/belgian-malinios-puppies-/1508499764,1508499764,Belgian Malinios puppies,£750,"Brierley Hill, West Midlands",Belgian Shepherd Dog,Mixed Litter,7 weeks,in 3 weeks,Yes,No,No,Yes,No,Yes,Tommy,8 days ago,"Belgian Malinois puppies Currently 4 weeks old. Born 17th December. They will be ready to go 4th February when fully weaned onto food and separated from mom. Fleaed and wormed, looking for their forever loving homes🏡 Girls £750 Boys £650. Viewings welcome and deposits if wanting to secure your favourite puppy😍 pictures are updated weekly Collection or happy to deliver if not to far. Any questions do not hesitate to give me a message :)"
